sr_no,dump_ref_no,request_ref_no,court_order_ref,tower_id,lac,cell_id,tower_address,tower_lat,tower_lon,tower_district,tower_state,tower_operator,tower_type,tower_azimuth,tower_height_m,tower_coverage_radius_m,tower_tech,dump_start_datetime,dump_end_datetime,dump_window_hours,msisdn,imsi,imei,sim_serial_no,subscriber_name,kyc_doc_type,kyc_doc_no,kyc_status,subscriber_dob,subscriber_gender,subscriber_address,operator,circle,plan_type,activation_date,sim_status,handset_make,handset_model,handset_type,event_type,event_datetime,event_date,event_time,event_duration_sec,calling_party,called_party,first_activity_datetime,last_activity_datetime,total_events_in_window,total_calls,total_sms,total_data_sessions,uplink_bytes_window,downlink_bytes_window,signal_strength_dbm,timing_advance_distance_m,rat_type,location_update_type,prev_tower_id,prev_tower_address,prev_event_datetime,next_tower_id,next_tower_address,next_event_datetime,co_location_flag,co_location_note,data_requested_by,data_request_date,telecom_response_date,remarks
88,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0088,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100032,40420101000032000,350000003000032,8991100001032001,Person_32,DL,025559545462,GENUINE,1999-04-22,F,"Address 32, Delhi",Airtel,Delhi,Prepaid,2018-11-16,Active,Samsung,Galaxy A14,Smartphone,DATA_SESSION,2024-03-15 11:40:00,2024-03-15,11:40:00,450,,,2024-03-15 11:44:00,2024-03-15 12:35:00,4,1,1,0,118008,127527,-62,557,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
89,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0089,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9899456012,404451111000222,353456789012345,8991451111000222001,NOT REGISTERED,Aadhaar,NOT LINKED,FAKE – Aadhaar not seeded,,,NOT AVAILABLE,Jio,Delhi,Prepaid,2024-03-10,Active,Redmi,Note 12,Smartphone,VOICE_CALL,2024-03-15 12:05:00,2024-03-15,12:05:00,200,9899456012,9654012387,2024-03-15 11:41:00,2024-03-15 12:33:00,3,3,0,0,300000,1800000,-71,462,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
90,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0090,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100012,40420101000012000,350000003000012,8991100001012001,Person_12,VoterID,109147624973,GENUINE,1998-05-27,F,"Address 12, Delhi",Vi,Delhi,Prepaid,2022-05-21,Active,Redmi,Y33s,Smartphone,LOCATION_UPDATE,2024-03-15 14:16:00,2024-03-15,14:16:00,164,,,2024-03-15 13:58:00,2024-03-15 16:21:00,2,1,0,1,0,0,-76,535,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
91,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0091,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100006,40420101000006000,350000003000006,8991100001006001,Person_06,VoterID,248437005329,GENUINE,1991-07-01,F,"Address 6, Delhi",Vi,Delhi,Prepaid,2021-04-18,Active,Redmi,Galaxy A14,Smartphone,SMS,2024-03-15 14:33:00,2024-03-15,14:33:00,314,,,2024-03-15 13:58:00,2024-03-15 16:23:00,8,6,0,1,0,0,-80,165,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
92,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0092,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100032,40420101000032000,350000003000032,8991100001032001,Person_32,DL,025559545462,GENUINE,1999-04-22,F,"Address 32, Delhi",Airtel,Delhi,Prepaid,2018-11-16,Active,Samsung,Galaxy A14,Smartphone,LOCATION_UPDATE,2024-03-15 14:16:00,2024-03-15,14:16:00,179,,,2024-03-15 13:51:00,2024-03-15 16:27:00,8,7,5,2,0,0,-79,699,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
93,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0093,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100005,40420101000005000,350000003000005,8991100001005001,Person_05,VoterID,310060530424,GENUINE,1994-01-19,F,"Address 5, Delhi",Jio,Delhi,Prepaid,2023-06-04,Active,Redmi,Reno 6,Smartphone,LOCATION_UPDATE,2024-03-15 16:13:00,2024-03-15,16:13:00,227,,,2024-03-15 13:51:00,2024-03-15 16:28:00,3,1,0,0,0,0,-79,701,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
94,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0094,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100010,40420101000010000,350000003000010,8991100001010001,Person_10,VoterID,759100912636,GENUINE,1999-10-01,M,"Address 10, Delhi",Airtel,Delhi,Prepaid,2020-04-07,Active,Realme,GT Neo 3T,Smartphone,LOCATION_UPDATE,2024-03-15 15:13:00,2024-03-15,15:13:00,68,,,2024-03-15 13:58:00,2024-03-15 16:26:00,6,4,1,2,0,0,-64,718,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
95,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0095,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100030,40420101000030000,350000003000030,8991100001030001,Person_30,Aadhaar,380274755553,GENUINE,1994-01-21,F,"Address 30, Delhi",Airtel,Delhi,Prepaid,2019-10-02,Active,Redmi,Y33s,Smartphone,DATA_SESSION,2024-03-15 16:16:00,2024-03-15,16:16:00,198,,,2024-03-15 13:51:00,2024-03-15 16:20:00,8,2,5,0,297280,909393,-80,553,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
96,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0096,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100034,40420101000034000,350000003000034,8991100001034001,Person_34,DL,229002045720,GENUINE,1992-05-21,F,"Address 34, Delhi",Vi,Delhi,Prepaid,2019-06-08,Active,Samsung,Note 12,Smartphone,DATA_SESSION,2024-03-15 16:04:00,2024-03-15,16:04:00,574,,,2024-03-15 13:59:00,2024-03-15 16:24:00,1,1,0,2,289777,506898,-94,624,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
97,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0097,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100017,40420101000017000,350000003000017,8991100001017001,Person_17,VoterID,018584528518,GENUINE,1994-01-22,F,"Address 17, Delhi",BSNL,Delhi,Prepaid,2019-11-06,Active,Samsung,Note 12,Smartphone,VOICE_CALL,2024-03-15 14:02:00,2024-03-15,14:02:00,23,9811100017,9811967959,2024-03-15 13:51:00,2024-03-15 16:23:00,4,4,2,1,0,0,-91,114,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
98,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0098,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100019,40420101000019000,350000003000019,8991100001019001,Person_19,VoterID,939194462224,GENUINE,1990-09-17,F,"Address 19, Delhi",Jio,Delhi,Prepaid,2019-07-17,Active,OnePlus,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 14:16:00,2024-03-15,14:16:00,80,,,2024-03-15 13:59:00,2024-03-15 16:21:00,5,3,3,1,0,0,-74,449,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
99,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0099,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100023,40420101000023000,350000003000023,8991100001023001,Person_23,VoterID,836428471664,GENUINE,1999-05-16,M,"Address 23, Delhi",Jio,Delhi,Prepaid,2018-12-09,Active,Redmi,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 14:55:00,2024-03-15,14:55:00,442,,,2024-03-15 13:54:00,2024-03-15 16:30:00,1,1,0,2,0,0,-69,636,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
100,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0100,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100028,40420101000028000,350000003000028,8991100001028001,Person_28,DL,799487971707,GENUINE,1993-02-12,F,"Address 28, Delhi",Airtel,Delhi,Prepaid,2021-07-11,Active,Samsung,GT Neo 3T,Smartphone,ATTACH,2024-03-15 15:49:00,2024-03-15,15:49:00,572,,,2024-03-15 13:52:00,2024-03-15 16:27:00,1,1,0,2,0,0,-69,594,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
101,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0101,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100033,40420101000033000,350000003000033,8991100001033001,Person_33,DL,315653302848,GENUINE,1996-03-27,M,"Address 33, Delhi",Vi,Delhi,Prepaid,2020-04-13,Active,Oppo,Y33s,Smartphone,DATA_SESSION,2024-03-15 16:14:00,2024-03-15,16:14:00,351,,,2024-03-15 13:51:00,2024-03-15 16:20:00,3,1,0,0,181590,999364,-72,126,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
102,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0102,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100018,40420101000018000,350000003000018,8991100001018001,Person_18,DL,176688659641,GENUINE,1993-06-05,M,"Address 18, Delhi",Vi,Delhi,Prepaid,2023-02-01,Active,Oppo,Y33s,Smartphone,DATA_SESSION,2024-03-15 16:19:00,2024-03-15,16:19:00,401,,,2024-03-15 13:58:00,2024-03-15 16:26:00,6,5,4,0,367778,1482223,-67,733,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
103,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0103,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100026,40420101000026000,350000003000026,8991100001026001,Person_26,DL,113362363512,GENUINE,1990-12-02,M,"Address 26, Delhi",BSNL,Delhi,Prepaid,2021-04-24,Active,Oppo,Y33s,Smartphone,SMS,2024-03-15 15:32:00,2024-03-15,15:32:00,319,,,2024-03-15 13:51:00,2024-03-15 16:20:00,3,3,0,0,0,0,-69,106,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
104,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0104,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100038,40420101000038000,350000003000038,8991100001038001,Person_38,VoterID,244903308853,GENUINE,1999-08-04,F,"Address 38, Delhi",BSNL,Delhi,Prepaid,2023-04-04,Active,Samsung,Note 12,Smartphone,DATA_SESSION,2024-03-15 16:09:00,2024-03-15,16:09:00,96,,,2024-03-15 13:51:00,2024-03-15 16:20:00,4,1,2,0,208537,1045790,-62,444,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
105,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0105,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100014,40420101000014000,350000003000014,8991100001014001,Person_14,DL,106167110313,GENUINE,1994-04-04,M,"Address 14, Delhi",Vi,Delhi,Prepaid,2023-05-06,Active,OnePlus,GT Neo 3T,Smartphone,DATA_SESSION,2024-03-15 15:21:00,2024-03-15,15:21:00,207,,,2024-03-15 13:51:00,2024-03-15 16:22:00,6,6,2,2,435724,418777,-76,778,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
106,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0106,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100025,40420101000025000,350000003000025,8991100001025001,Person_25,VoterID,259290868927,GENUINE,1993-09-04,F,"Address 25, Delhi",Vi,Delhi,Prepaid,2021-09-11,Active,Oppo,Note 12,Smartphone,ATTACH,2024-03-15 15:40:00,2024-03-15,15:40:00,179,,,2024-03-15 13:59:00,2024-03-15 16:28:00,7,5,5,0,0,0,-82,475,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
107,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0107,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100040,40420101000040000,350000003000040,8991100001040001,Person_40,DL,728785738912,GENUINE,1991-11-03,M,"Address 40, Delhi",Jio,Delhi,Prepaid,2022-03-17,Active,OnePlus,Y33s,Smartphone,DATA_SESSION,2024-03-15 14:00:00,2024-03-15,14:00:00,355,,,2024-03-15 13:54:00,2024-03-15 16:30:00,4,1,2,1,117170,1736138,-78,144,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
108,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0108,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100024,40420101000024000,350000003000024,8991100001024001,Person_24,DL,028344565624,GENUINE,1995-03-01,M,"Address 24, Delhi",BSNL,Delhi,Prepaid,2021-05-24,Active,Vivo,GT Neo 3T,Smartphone,VOICE_CALL,2024-03-15 14:33:00,2024-03-15,14:33:00,53,9811100024,9811292989,2024-03-15 13:59:00,2024-03-15 16:21:00,1,1,0,0,0,0,-91,425,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
109,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0109,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811100007,40420101000007000,350000003000007,8991100001007001,Person_07,Aadhaar,023359410616,GENUINE,1991-12-28,F,"Address 7, Delhi",BSNL,Delhi,Prepaid,2021-09-13,Active,OnePlus,GT Neo 3T,Smartphone,VOICE_CALL,2024-03-15 13:52:00,2024-03-15,13:52:00,425,9811100007,9811742088,2024-03-15 14:00:00,2024-03-15 16:24:00,3,2,0,0,0,0,-89,57,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
110,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0110,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9811045723,404201234567890,356789012345678,8991101234567890123,Rakesh Kumar,Aadhaar,4XXX XXXX 1234,FAKE,1988-07-14,M,"H.No 44, Gali 3, Uttam Nagar, Delhi – 110059",Airtel,Delhi,Prepaid,2024-01-10,Active,Samsung,Galaxy A54,Smartphone,VOICE_CALL,2024-03-15 14:26:00,2024-03-15,14:26:00,89,9811045723,9654012387,2024-03-15 13:57:00,2024-03-15 16:23:00,7,2,2,2,300000,1800000,-83,748,4G-LTE,PERIODIC,,,,,,,Y,"CO-LOCATION with ['9654012387', '9711234560']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
111,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0111,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9654012387,404451234567002,352012345678901,8991451234567002002,Dinesh Chauhan,Aadhaar,8XXX XXXX 4321,GENUINE,1983-09-30,M,"House 7, Block B, Sheetla Mata Road, Gurugram – 122001",Vi,Haryana,Prepaid,2023-11-05,Active,Oppo,Reno 8,Smartphone,VOICE_CALL,2024-03-15 14:37:00,2024-03-15,14:37:00,84,9654012387,9811045723,2024-03-15 13:57:00,2024-03-15 16:20:00,1,1,0,0,300000,1800000,-56,406,4G-LTE,ATTACH,,,,,,,Y,"CO-LOCATION with ['9811045723', '9711234560']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
112,DUMP-HR-VI-002-202403151350,REQ-CMM/NW/2024/0312-D0112,CMM/NW/2024/0312,HR-VI-002,40502,70201,"NH-48 Kherki Daula Toll, Gurugram, Haryana",28.4089,76.9985,Gurugram,Haryana,Vi,Macro-BTS (Highway),180,50,2000,2G/3G/4G,2024-03-15 13:50:00,2024-03-15 16:30:00,2.7,9711234560,404202222333444,354567890123456,8991202222333444001,Ramesh Prasad,Aadhaar,6XXX XXXX 7890,GENUINE,1992-04-18,M,"Jhuggi Cluster, R-Block, Uttam Nagar, Delhi – 110059",Jio,Delhi,Prepaid,2023-08-11,Active,Vivo,Y75,Smartphone,VOICE_CALL,2024-03-15 14:48:00,2024-03-15,14:48:00,89,9711234560,9654012387,2024-03-15 13:54:00,2024-03-15 16:22:00,7,5,1,2,300000,1800000,-72,622,4G-LTE,NORMAL,,,,,,,Y,"CO-LOCATION with ['9811045723', '9654012387']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,All 3 suspects on NH-48 highway tower – possible victim relocation
113,DUMP-HR-VI-003-202403151530,REQ-CMM/NW/2024/0312-D0113,CMM/NW/2024/0312,HR-VI-003,40503,70301,"Manesar IMT Phase-1, Haryana",28.3812,76.9701,Gurugram,Haryana,Vi,Macro-BTS,Omni,42,1500,3G/4G,2024-03-15 15:30:00,2024-03-15 19:00:00,3.5,9811100019,40420101000019000,350000003000019,8991100001019001,Person_19,VoterID,939194462224,GENUINE,1990-09-17,F,"Address 19, Delhi",Jio,Delhi,Prepaid,2019-07-17,Active,OnePlus,Note 12,Smartphone,SMS,2024-03-15 18:09:00,2024-03-15,18:09:00,302,,,2024-03-15 15:30:00,2024-03-15 18:58:00,8,3,6,1,0,0,-83,501,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Suspects reach Manesar – possible holding location
114,DUMP-HR-VI-003-202403151530,REQ-CMM/NW/2024/0312-D0114,CMM/NW/2024/0312,HR-VI-003,40503,70301,"Manesar IMT Phase-1, Haryana",28.3812,76.9701,Gurugram,Haryana,Vi,Macro-BTS,Omni,42,1500,3G/4G,2024-03-15 15:30:00,2024-03-15 19:00:00,3.5,9811100008,40420101000008000,350000003000008,8991100001008001,Person_08,VoterID,551483103459,GENUINE,1991-05-10,M,"Address 8, Delhi",Jio,Delhi,Prepaid,2021-11-15,Active,OnePlus,Galaxy A14,Smartphone,ATTACH,2024-03-15 16:47:00,2024-03-15,16:47:00,58,,,2024-03-15 15:34:00,2024-03-15 18:58:00,1,1,0,2,0,0,-75,754,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Suspects reach Manesar – possible holding location
115,DUMP-HR-VI-003-202403151530,REQ-CMM/NW/2024/0312-D0115,CMM/NW/2024/0312,HR-VI-003,40503,70301,"Manesar IMT Phase-1, Haryana",28.3812,76.9701,Gurugram,Haryana,Vi,Macro-BTS,Omni,42,1500,3G/4G,2024-03-15 15:30:00,2024-03-15 19:00:00,3.5,9811100004,40420101000004000,350000003000004,8991100001004001,Person_04,VoterID,324288813383,GENUINE,1996-07-17,M,"Address 4, Delhi",Jio,Delhi,Prepaid,2020-06-25,Active,OnePlus,Reno 6,Smartphone,LOCATION_UPDATE,2024-03-15 17:07:00,2024-03-15,17:07:00,85,,,2024-03-15 15:32:00,2024-03-15 18:53:00,4,1,1,1,0,0,-71,535,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Suspects reach Manesar – possible holding location
116,DUMP-HR-VI-003-202403151530,REQ-CMM/NW/2024/0312-D0116,CMM/NW/2024/0312,HR-VI-003,40503,70301,"Manesar IMT Phase-1, Haryana",28.3812,76.9701,Gurugram,Haryana,Vi,Macro-BTS,Omni,42,1500,3G/4G,2024-03-15 15:30:00,2024-03-15 19:00:00,3.5,9811100016,40420101000016000,350000003000016,8991100001016001,Person_16,VoterID,833896729582,GENUINE,1998-09-10,M,"Address 16, Delhi",Airtel,Delhi,Prepaid,2022-10-12,Active,Redmi,Note 12,Smartphone,SMS,2024-03-15 15:40:00,2024-03-15,15:40:00,492,,,2024-03-15 15:33:00,2024-03-15 18:57:00,6,5,4,0,0,0,-80,497,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Suspects reach Manesar – possible holding location
